-3000 3000 -3000 3000
8070761 3966490 9456400
40
-2998.605657 -1659.097987 0.000000 0.000000
704
1541.000000 -480.000000 2
1326.000000 -2679.000000 1
1710.000000 1120.000000 2
184.000000 -1353.000000 1
-483.000000 -2746.000000 2
761.000000 1099.000000 2
-2505.000000 -1359.000000 2
2042.000000 -2861.000000 1
2452.000000 2790.000000 2
-207.000000 2475.000000 1
-637.000000 -97.000000 2
2666.000000 -2837.000000 2
215.000000 -2844.000000 2
-2060.000000 -2390.000000 2
-319.000000 -113.000000 2
-2048.000000 -1515.000000 2
-1590.000000 1567.000000 2
-2295.000000 2167.000000 2
-961.000000 -1083.000000 2
-1033.000000 2175.000000 2
-1105.000000 1643.000000 2
2767.000000 -2613.000000 2
-949.000000 -1023.000000 2
-2424.000000 -1085.000000 2
738.000000 1656.000000 2
1712.000000 -777.000000 2
-1801.000000 1871.000000 2
-897.000000 2027.000000 2
821.000000 -563.000000 2
-2741.000000 -1023.000000 2
-2844.000000 -498.000000 2
460.000000 -2297.000000 2
285.000000 -1935.000000 2
-1941.000000 880.000000 2
-2235.000000 1068.000000 2
-244.000000 -1382.000000 2
-457.000000 237.000000 2
-1040.000000 -2943.000000 2
69.000000 2175.000000 2
-2445.000000 2874.000000 2
2358.000000 -2993.000000 2
-69.000000 66.000000 2
-1947.000000 2879.000000 2
181.000000 1559.000000 2
2910.000000 1669.000000 2
246.000000 1631.000000 2
-472.000000 2410.000000 2
-2652.000000 -789.000000 2
596.000000 -701.000000 2
1766.000000 -499.000000 2
-778.000000 -1571.000000 2
2791.000000 421.000000 2
-2300.000000 990.000000 2
738.000000 -1262.000000 2
-2898.000000 -167.000000 2
1097.000000 1094.000000 2
2925.000000 -1934.000000 2
135.000000 2378.000000 2
-1136.000000 -2797.000000 2
2936.000000 -1660.000000 2
2548.000000 -930.000000 2
-2522.000000 -2362.000000 2
1155.000000 -109.000000 2
549.000000 2857.000000 2
2607.000000 -2748.000000 2
-209.000000 1271.000000 2
410.000000 2363.000000 2
-508.000000 2365.000000 2
-1597.000000 479.000000 2
-2340.000000 -2108.000000 2
292.000000 -1201.000000 2
1834.000000 -2630.000000 2
-994.000000 -1519.000000 2
2669.000000 929.000000 2
240.000000 815.000000 2
-1918.000000 -2061.000000 2
1287.000000 2148.000000 2
271.000000 -1451.000000 2
1079.000000 860.000000 2
-975.000000 -1461.000000 2
-2313.000000 -1017.000000 2
-104.000000 -2451.000000 2
-2414.000000 2990.000000 2
336.000000 -1574.000000 2
1644.000000 -2455.000000 2
-2990.000000 203.000000 2
2802.000000 2928.000000 2
-21.000000 1995.000000 2
-1290.000000 -2559.000000 2
2508.000000 2165.000000 2
-1126.000000 -1712.000000 2
2659.000000 1759.000000 2
1916.000000 -1291.000000 2
504.000000 2533.000000 2
2786.000000 -1021.000000 2
651.000000 281.000000 2
221.000000 -2983.000000 2
1396.000000 1773.000000 2
-2558.000000 -1649.000000 2
-331.000000 355.000000 2
896.000000 -325.000000 2
-2412.000000 -1484.000000 2
-1919.000000 2394.000000 2
29.000000 -1719.000000 2
1898.000000 1147.000000 2
2337.000000 401.000000 2
-2023.000000 2686.000000 2
1994.000000 291.000000 2
-2472.000000 -800.000000 2
2521.000000 139.000000 2
-605.000000 -2088.000000 2
1568.000000 -2959.000000 2
567.000000 1585.000000 2
2115.000000 987.000000 2
-2483.000000 105.000000 2
-2165.000000 1909.000000 2
-1035.000000 233.000000 2
2044.000000 509.000000 2
-2905.000000 6.000000 2
2025.000000 435.000000 2
-1449.000000 2711.000000 2
1844.000000 1249.000000 2
-953.000000 1847.000000 2
-68.000000 1927.000000 2
594.000000 1085.000000 2
1281.000000 -2423.000000 2
-537.000000 -1239.000000 2
570.000000 781.000000 2
-2220.000000 498.000000 2
-2262.000000 -1280.000000 2
532.000000 2366.000000 2
-1074.000000 -184.000000 2
1962.000000 834.000000 2
-1205.000000 -673.000000 2
671.000000 -869.000000 2
502.000000 -1747.000000 2
-1975.000000 -1125.000000 2
1509.000000 1463.000000 2
2573.000000 1543.000000 2
1957.000000 -761.000000 2
-2168.000000 1232.000000 2
-2052.000000 2604.000000 2
-1399.000000 208.000000 2
2609.000000 -445.000000 2
-1422.000000 -840.000000 2
1897.000000 1814.000000 2
-977.000000 1048.000000 2
-1659.000000 724.000000 2
631.000000 2142.000000 2
2121.000000 -367.000000 2
1601.000000 -2862.000000 2
-2391.000000 -1264.000000 2
-2278.000000 2748.000000 2
2180.000000 247.000000 2
927.000000 -1507.000000 2
-1165.000000 -693.000000 2
1538.000000 2405.000000 2
-1249.000000 2845.000000 2
1690.000000 2651.000000 2
-1830.000000 1783.000000 2
167.000000 -2819.000000 2
1623.000000 -558.000000 2
1971.000000 -1372.000000 2
670.000000 939.000000 2
1318.000000 -1645.000000 2
-1289.000000 175.000000 2
2079.000000 -2642.000000 2
-2755.000000 -1113.000000 2
-2636.000000 1087.000000 2
-970.000000 -213.000000 2
2620.000000 318.000000 2
-2823.000000 2784.000000 2
-1494.000000 1827.000000 2
2707.000000 1554.000000 2
2196.000000 -2086.000000 2
1316.000000 -314.000000 2
1374.000000 2008.000000 2
2470.000000 -2034.000000 2
-2382.000000 -1003.000000 2
-2570.000000 1157.000000 2
2235.000000 -1369.000000 2
-766.000000 1613.000000 2
132.000000 208.000000 2
1332.000000 -1993.000000 2
1203.000000 -2695.000000 2
1038.000000 1075.000000 2
-1951.000000 1582.000000 2
-1705.000000 201.000000 2
2406.000000 -1274.000000 2
1216.000000 -424.000000 2
2462.000000 -1398.000000 2
-2431.000000 321.000000 2
1945.000000 2562.000000 2
-2723.000000 -824.000000 2
2648.000000 -654.000000 2
-2639.000000 -546.000000 2
1435.000000 -1195.000000 2
-1191.000000 352.000000 2
-1907.000000 1607.000000 2
2546.000000 -1919.000000 2
-535.000000 818.000000 2
1844.000000 1863.000000 2
-1172.000000 -1489.000000 2
-1109.000000 1455.000000 2
-1164.000000 -89.000000 2
700.000000 -1213.000000 2
1704.000000 -2494.000000 2
1700.000000 -2903.000000 2
2791.000000 -2917.000000 2
1397.000000 -1696.000000 2
-1360.000000 -1859.000000 2
-1007.000000 509.000000 2
2531.000000 -2498.000000 2
134.000000 838.000000 2
-2247.000000 -145.000000 2
2043.000000 -174.000000 2
1415.000000 2099.000000 2
-1502.000000 1975.000000 2
-2711.000000 2069.000000 2
-2039.000000 -1087.000000 2
-1045.000000 -379.000000 2
830.000000 218.000000 2
1368.000000 711.000000 2
-796.000000 -232.000000 2
-158.000000 1883.000000 2
-2451.000000 1038.000000 2
1850.000000 386.000000 2
-953.000000 -995.000000 2
-1127.000000 18.000000 2
-116.000000 1411.000000 2
